sentenceID,sentence,antecedent,consequent,antecedent_startid,antecedent_endid,consequent_startid,consequent_endid
200617,"But even if a privately financed programme were possible, if Richard Branson or Carlos Slim were able to get together $100 billion and put an astronaut on the moon (and somehow recruit a corps of dozens of test pilot/engineers willing to risk death for some billionaire's personal prestige), I fear it would be inferior to Apollo because it would lack any public stake in the achievement.","But even if a privately financed programme were possible, if Richard Branson or Carlos Slim were able to get together $100 billion and put an astronaut on the moon (and somehow recruit a corps of dozens of test pilot/engineers willing to risk death for some billionaire's personal prestige)",I fear it would be inferior to Apollo because it would lack any public stake in the achievement,0,289,292,386
200618,That was seen as a major setback for the company since its partner Pfizer would have had to pony up millions in milestone payments had the trial succeeded and led to FDA approval.,had the trial succeeded and led to FDA approval,Pfizer would have had to pony up millions in milestone payments,131,177,67,129
200619,"And I will tell you, I would love if I was just covered fairly.",if I was just covered fairly,I would love,34,61,21,32
200620,"""Frankly, I wish we could drop all this nonsense,"" Mr. Hatch said..",I wish we could drop all this nonsense,{},10,47,-1,-1
200621,"""The probability of a recession would be higher than 50 percent if it hadn't been for such a remarkable degree of flexibility,"" he said.",if it hadn't been for such a remarkable degree of flexibility,The probability of a recession would be higher than 50 percent,64,124,1,62
200622,We might have had a better idea this was about to happen (or been able to do something to prevent it) if we interacted with the red side of 'Muricah more than we listen to Nate Silver.,if we interacted with the red side of 'Muricah,We might have had a better idea this was about to happen,102,147,0,55
200623,"Had I not gone for an annual physical, I doubt that I would have sought treatment.",Had I not gone for an annual physical,I doubt that I would have sought treatment,0,36,39,80
200624,"One thing that is sure is that some women treated for DCIS would never have had serious breast cancer if their DCIS had not been detected, notes H.",if their DCIS had not been detected,One thing that is sure is that some women treated for DCIS would never have had serious breast cancer,102,136,0,100
200625,So could anyone who would have received the defence-department or army funding had it not been redirected.,had it not been redirected,could anyone who would have received the defence-department or army funding,79,104,3,77
200626,"""'If I was just so focused on just winning beauty contests, you think I would have had an agreement with Sen. Patty Murray?'"" Ryan said, referring to his 2013 deal to avoid sequestration.",'If I was just so focused on just winning beauty contests,you think I would have had an agreement with Sen. Patty Murray,1,57,60,121
200627,Sometimes I wish I was dead.,Sometimes I wish I was dead,{},0,26,-1,-1
200628,"According to the California Association of Realtors, 40% of all first-time homebuyers said they would not have purchased their homes, had it not been for the tax credit.",had it not been for the tax credit,40% of all first-time homebuyers said they would not have purchased their homes,134,167,53,131
200629,"In addition, patients who were seen via telehealth reported that if the virtual visit was not available 5.6% would have sought treatment in an emergency department.",if the virtual visit was not available,5.6% would have sought treatment in an emergency department,65,102,104,162
200630,"Since SSDI benefits are based on your work record, they are generally comparable to what your Social Security retirement benefit would have been, had you worked until retirement age.",had you worked until retirement age,"Since SSDI benefits are based on your work record, they are generally comparable to what your Social Security retirement benefit would have been",146,180,0,143
200631,"The difficulties could be seen as Dubai- specific and would also have arisen if the bonds in question had been conventional, non-Islamic ones, he says.","if the bonds in question had been conventional, non-Islamic ones",The difficulties could be seen as Dubai- specific and would also have arisen,77,140,0,75
200632,If we had turned our backs on you; if America had thrown in the towel; GM and Chrysler wouldn't exist today.,If we had turned our backs on you; if America had thrown in the towel,GM and Chrysler wouldn't exist today,0,68,71,106
200633,"That would explain the relatively low marks they gave the final season of ""Lost"", supposing this had actually been the plot arc.",supposing this had actually been the plot arc,supposing this had actually been the plot arc,82,126,82,126
200634,There's no reason for Azar to be relying on media reports about it-he can get the actual plan and probably would have by now if he had any intention whatsoever of intervening.,if he had any intention whatsoever of intervening,he can get the actual plan and probably would have by now,125,173,67,123
200635,"News organizations could have sent a powerful message if they had moved proactively in 2018, pulled their reporters out, and signaled they weren't going to be used as props for the White House press briefing charades.","if they had moved proactively in 2018, pulled their reporters out, and signaled they weren't going to be used as props for the White House press briefing charades",News organizations could have sent a powerful message,54,215,0,52
200636,"Altria's longer history as an independent company also gives it a more impressive track record of dividend growth over time than Philip Morris International, and Altria would qualify for Dividend Aristocrat status had it not been for its spinoffs along the way.",had it not been for its spinoffs along the way,Altria would qualify for Dividend Aristocrat status,214,259,162,212
200637,"""We have a lot of people in jail who might not be there if they had received proper mental health services.""",if they had received proper mental health services,We have a lot of people in jail who might not be there,56,105,1,54
200638,The judge said the Bureau of Land Management should have gone through notice-and-comment rulemaking to delay the rule since it had already taken effect.,the Bureau of Land Management should have gone through notice-and-comment rulemaking to delay the rule,{},15,116,-1,-1
200639,"If Americans had merely pulled back on luxury spending, these two should have weathered the storm without too much heartache.",If Americans had merely pulled back on luxury spending,these two should have weathered the storm without too much heartache,0,53,56,123
200640,"My favorite one from you so far is ""They don't love their families, If they did they wouldn't have said anything and suffered in silence"".",If they did,they wouldn't have said anything and suffered in silence,68,78,80,135
200641,"And if we had somehow magically ended up with one, it seems likely that the South, constantly outnumbered and thus ruled by the North, would have set off on its own even earlier than it did.",if we had somehow magically ended up with one,"it seems likely that the South, constantly outnumbered and thus ruled by the North, would have set off on its own even earlier than it did",4,48,51,188
200642,"""If I'd been at the press conference (announcing the new task force) I would have said there's clearly a problem,"" Hammond said.",If I'd been at the press conference,I would have said there's clearly a problem,1,35,69,111
200643,"I know some otherwise reasonable people whose stated opinion on the matter boils down to, ""The Republicans wouldn't have spent so much time accusing them of things if they hadn't done anything!"" So I suspect that no matter what Trump does, he's got a floor no lower than the high thirties.",if they hadn't done anything,The Republicans wouldn't have spent so much time accusing them,164,191,91,152
200644,If I were part of Team McCain I'd get on the air with an attack ad ASAP.,If I were part of Team McCain,I'd get on the air with an attack ad ASAP,0,28,30,70
200645,"Edwards? If he hadn't taken public financing, I'd probably go for him (and who doesn't have a crush on Elizabeth?).",If he hadn't taken public financing,I'd probably go for him,9,43,46,68
200646,"Everyone knows this! I beg to differ-if it were true, we wouldn't have had to fight so hard to get these ideas accepted...The ""everyone knows"" argument doesn't cut it ",if it were true,we wouldn't have had to fight so hard to get these ideas accepted,37,51,54,118
200647,Of course you are going to miss them and wonder what life would have been like if things would have been different.,if things would have been different,what life would have been,79,113,48,72
200648,"As an example, he said if Wal-Mart succeeded in its goal to sell 100 million compact fluorescent light bulbs by the end of this year, it would have saved consumers $3 billion in electrical costs over the life of the bulbs, a feat equal to taking 700,000 cars off the road.",he said if Wal-Mart succeeded in its goal to sell 100 million compact fluorescent light bulbs by the end of this year,"it would have saved consumers $3 billion in electrical costs over the life of the bulbs, a feat equal to taking 700,000 cars off the road",15,131,134,270
200649,"If I had seen a different doctor, I would have been asked if I'd been this sick before and I'd have said yeah, I had food poisoning a couple years ago.",If I had seen a different doctor,"I would have been asked if I'd been this sick before and I'd have said yeah, I had food poisoning a couple years ago",0,31,34,149
200650,"Asked at the conference if the private equity buyers of Chrysler would have bought the company if they had known what would happen to oil prices, Nardelli said it was ""hard to say, but no one is second guessing the decision, no one is looking back"".",if they had known what would happen to oil prices,the private equity buyers of Chrysler would have bought the company,95,143,27,93
200651,"It didn't really matter to me though, but if I were in a more vulnerable head space it would have.",if I were in a more vulnerable head space,it would have,42,82,84,96
200652,I wish I had made it clearer that my focus was on weight-bearing exercise for adults only.,I wish I had made it clearer,that my focus was on weight-bearing exercise for adults only,0,27,29,88
200653,"In its ruling on Thursday, the court found that MGA should not have been allowed to present its trade secret claims against Mattel to the jury, because they were not sufficiently related to Mattel's original allegations.",MGA should not have been allowed to present its trade secret claims against Mattel to the jury,{},48,141,-1,-1
200654,"Would things have played out differently if Redbox parent Coinstar (Nasdaq: CSTR) hadn't followed suit, or if Blockbuster hadn't filed for bankruptcy reorganization? Probably not.","if Redbox parent Coinstar (Nasdaq: CSTR) hadn't followed suit, or if Blockbuster hadn't filed for bankruptcy reorganization",Would things have played out differently,41,163,0,39
200655,"If the assistant had prefaced her questions with: ""I need to ask you some routine questions for our records,"" I would have felt differently.","If the assistant had prefaced her questions with: ""I need to ask you some routine questions for our records,""",I would have felt differently,0,108,110,138
200656,But my view is that we should have focused on China.,we should have focused on China,{},20,50,-1,-1
200657,"That she might still be alive if her cancer had been detected earlier, Mr. Boyle said, continues to be a ""big motivator."".",if her cancer had been detected earlier,she might still be alive,30,68,5,28
200658,"In fact, if I were a professional free-market ideologue like Mr Brooks, I might suggest that a comparison of American and Spanish unemployment rates illustrates why the right-wing construction of ""labour freedom"", as opposed to the left-wing, pro-union construction, is so profoundly important for the long-term welfare ofworkers.","In fact, if I were a professional free-market ideologue like Mr Brooks","I might suggest that a comparison of American and Spanish unemployment rates illustrates why the right-wing construction of ""labour freedom"", as opposed to the left-wing, pro-union construction, is so profoundly important for the long-term welfare ofworkers",0,69,72,328
200659,"The Folz report, issued on the eve of Thursday's results, said the bank's failure to spot Kerviel's activities stemmed in part from the ""absence of certain controls which had not been anticipated and which could have identified the fraud"".","the bank's failure to spot Kerviel's activities stemmed in part from the ""absence of certain controls which had not been anticipated",which could have identified the fraud,63,194,200,236
200660,"If his show had become an audio and video offering on that company's streaming services, then many Stern fans would be faced with shelling out money to follow their hero.",If his show had become an audio and video offering on that company's streaming services,many Stern fans would be faced with shelling out money to follow their hero,0,86,94,168
200661,"Had GM and Chrysler failed altogether, the result could have been 4.1 million jobs lost across the U.S.",Had GM and Chrysler failed altogether,the result could have been 4.1 million jobs lost across the U.S,0,36,39,101
200662,"If Hindsight Capital LP, my imaginary hedge fund blessed with perfect foresight, had put on a trade in September 2006 when I took over the Long View, it would have invested heavily in the US (up 69.4 per cent compared with a fall of 8 per cent for the world outside the US, according to MSCI), and avoided Europe (down 12.6 per cent).","If Hindsight Capital LP, my imaginary hedge fund blessed with perfect foresight, had put on a trade in September 2006","it would have invested heavily in the US (up 69.4 per cent compared with a fall of 8 per cent for the world outside the US, according to MSCI), and avoided Europe (down 12.6 per cent)",0,116,150,332
200663,"""If there was human-to-human transmission, that would be worrisome,"" said Horovitz.",If there was human-to-human transmission,that would be worrisome,1,40,43,65
200664,"If he had succeeded, this likely would have killed the final communique usually issued at the end of each G20 meeting.",If he had succeeded,this likely would have killed the final communique,0,18,21,70
200665,"""I think when Brett says, 'I wish we had done more,' sure, we could have done more, but I thought we did a lot,"" recalled Robert Bittman, who had been one of Mr. Starr's top deputies.",'I wish we had done more,{},26,49,-1,-1
200666,"You might have thought with all this looming that Ryan and McConnell would have cut their last two weeks of vacation short, just to make sure there was ample time.",to make sure there was ample time,Ryan and McConnell would have cut their last two weeks of vacation short,129,161,50,121
200667,"Had Mr Romney not existed, the companies in question would have turned to another player in the capital markets for funding, or different investment and strategic decisions would have been made, and roughly the same number of jobs would most likely have been created or destroyed.",Had Mr Romney not existed,the companies in question would have turned to another player in the capital markets for funding,0,24,27,122
200668,"I can't prove that if the Big Cheese in question had been a famous, brilliant Harvard professor who happened to be white -- say, presidential adviser Larry Summers, who's on leave from the university -- the outcome would have been different.","if the Big Cheese in question had been a famous, brilliant Harvard professor who happened to be white",the outcome would have been different,19,119,203,239
200669,"He said he would have dissented had he had a vote, because he would have favored seeing clear evidence the economy was slipping and risked another recession before launching the plan.",had he had a vote,he would have dissented,32,48,8,30
200670,"In fact, of the 15 Dow components that have reported so far,only three fell short of analyst estimates, and one of them, McDonald's (NYSE: MCD) would have beat if it weren't for unfavorable currency headwinds.",if it weren't for unfavorable currency headwinds,McDonald's (NYSE: MCD) would have beat,160,207,121,158
200671,This is the same wireless router that would have cost just $59.99 outright had I purchased it at Wal-Mart or $45.99 plus shipping using Froogle to find an online bargain.,had I purchased it at Wal-Mart,This is the same wireless router that would have cost just $59.99 outright,75,104,0,73
200672,"""The horror is that we could have prevented these injuries and even the deaths if the companies had reported the incidents,"" Brown said today at a press conference.",if the companies had reported the incidents,we could have prevented these injuries and even the deaths,79,121,20,77
200673,"If its warrants hadn't been exchanged, MannKind could raise only $10 million using the ATM; however, after the exchange, it can raise up to $50 million.",If its warrants hadn't been exchanged,MannKind could raise only $10 million using the ATM,0,36,39,89
200674,"If skilled-trades workers had voted against the pact because of issues unique to them, the UAW executive board would have had to call for another vote, rework the contract's skilled trades provisions or take those issues to arbitration.",If skilled-trades workers had voted against the pact because of issues unique to them,"the UAW executive board would have had to call for another vote, rework the contract's skilled trades provisions or take those issues to arbitration",0,84,87,234
200675,"Second, let's be fair: Scads of the world's billionaires are financiers that would have been shirtless bums had it not been for bailouts of the financial system.",had it not been for bailouts of the financial system,Scads of the world's billionaires are financiers that would have been shirtless bums,108,159,23,106
200676,"If you had put $1,000 into this stock -- it's a real stock, remember -- in 1980, you would now have $47,000 in principal gains.","If you had put $1,000 into this stock","you would now have $47,000 in principal gains",0,36,81,125
200677,"Takeovers were all but sealed and debt was raised to fund them, but not quite with the enthusiasm or ease that might have been hoped.",not quite with the enthusiasm or ease that might have been hoped,{},68,131,-1,-1
200678,"Unless they were biopsied, they never would have known that they had prostate cancer during their life.",Unless they were biopsied,they never would have known that they had prostate cancer during their life,0,24,27,101
200679,"""If we had been aware of attempts to manipulate Libor we would have treated them very seriously."" Barclays has admitted it submitted artificially low estimates of its borrowing costs from late 2007 to May 2009 because it thought rivals were doing the same, and higher submissions would make it appear to be in trouble.","Barclays has admitted it submitted artificially low estimates of its borrowing costs from late 2007 to May 2009 because it thought rivals were doing the same, and higher submissions would make it appear to be in trouble",If we had been aware of attempts to manipulate Libor we would have treated them very seriously,98,316,1,94
200680,"The drop would have been nearly 19,000, had the bank not hired roughly 8,400 employees to handle delinquent mortgage loans, Chief Financial Officer Bruce Thompson said last month.","had the bank not hired roughly 8,400 employees to handle delinquent mortgage loans","The drop would have been nearly 19,000",40,121,0,37
200681,"""We should have waited for more data to see if the recent drop in inflation is transitory,"" Kashkari said in an essay he published to explain his dissent.","""We should have waited for more data to see if the recent drop in inflation is transitory,"" Kashkari said in an essay he published to explain his dissent",{},0,152,-1,-1
200682,"If the chamber had been up, Team Red would have stood a good chance of flipping it: Martinez carried 32 of the 42 seats.",If the chamber had been up,Team Red would have stood a good chance of flipping it,0,25,28,81
200683,"""Had I seen myself, it would have normalized the experience I was having, and I likely would have spent less years battling internalized homophobia - which we know can lead to depression, anxiety, and suicide,"" Canals said.",Had I seen myself,"it would have normalized the experience I was having, and I likely would have spent less years battling internalized homophobia",1,17,20,146
200684,"In my teenage years, if you had asked me to describe my ideal partner, I would have told you that he should have blond hair and blue eyes.",if you had asked me to describe my ideal partner,I would have told you that he should have blond hair and blue eyes,21,68,71,136
200685,"""The report would have had a huge psychological impact if it had come out when the dollar was trading around 100 yen,"" said Tomoko Fujii, head of economics and strategy for Japan at Bank of America.",if it had come out when the dollar was trading around 100 yen,The report would have had a huge psychological impact,55,115,1,53
200686,"It's likely that evangelical voters would have voted overwhelmingly for any Republican candidate that year because imagining you were in their shoes at the time, anyone would have looked better than a Democrat.",imagining you were in their shoes at the time,anyone would have looked better than a Democrat,115,159,162,208
200687,"Trump's ""leadership"" destroyed an entire league, one that might have survived were it not from Trump's asinine effort to push the league into competing with better-funded, better-known competitors.","were it not from Trump's asinine effort to push the league into competing with better-funded, better-known competitors","Trump's ""leadership"" destroyed an entire league, one that might have survived",78,195,0,76
200688,"If Apple had followed its usual practice, last year's iPhone X models would've been discounted by $100, putting the 64 GB model at $899 and the 256 GB version at $1,049.",If Apple had followed its usual practice,last year's iPhone X models would've been discounted by $100,0,39,42,101
200689,"Switching back to high beta If that one move was all I had done, it would have been a great move -- and those three are still doing well.",If that one move was all I had done,it would have been a great move,28,62,65,95
200690,"Had Bain & Company collapsed, insiders say, it would have dealt a grave setback to Bain Capital, where Romney went on to build a personal fortune valued at as much as $250 million.",Had Bain & Company collapsed,it would have dealt a grave setback to Bain Capital,0,27,44,94
200691,"Any young American of any ethnic background should be safe, period...Is the president suggesting that if it had been a white who had been shot, that would be OK because it didn't look like him.",Is the president suggesting that if it had been a white who had been shot,that would be OK because it didn't look like him,69,141,144,191
200692,The conference call also revealed that electronic brokerage income would have otherwise grown 27% from the year-ago quarter if not for the charge taken for losses on the Swiss franc.,if not for the charge taken for losses on the Swiss franc,electronic brokerage income would have otherwise grown 27% from the year-ago quarter,124,180,39,122
200693,"""If defendants were acting economically, they would have purchased the lower price cotton in the cash market and sold their higher priced futures contracts on the ICE,"" he said.",If defendants were acting economically,they would have purchased the lower price cotton in the cash market and sold their higher priced futures contracts on the ICE,1,38,41,165
200694,"Extending Mr. Irwin's example, if BananaLand did not trade with CarNation, its citizens wouldn't be spending money on cars - ""saving money"" in a narrow sense - but they wouldn't have cars either..",if BananaLand did not trade with CarNation,its citizens wouldn't be spending money on cars,31,72,75,121
200695,"""If I had a different job, for 24 dollars a month I would have been like 'Woo-hoo!' "" she said.",If I had a different job,for 24 dollars a month I would have been like 'Woo-hoo,1,24,27,80
200696,"The issue with increasing interest rates is that consumers currently believe rates will continue to rise, thus convincing some to purchase a car earlier than they might have if interest rates were expected to remain flat or decline.",if interest rates were expected to remain flat or decline,"consumers currently believe rates will continue to rise, thus convincing some to purchase a car earlier than they might have",174,230,49,172
200697,"Even if Asian countries introduced regulation similar to that of thriving ETF markets elsewhere in the world, the situation wouldn't be as if there weren't any other hurdles.",Even if Asian countries introduced regulation similar to that of thriving ETF markets elsewhere in the world,the situation wouldn't be as if there weren't any other hurdles,0,107,110,172
200698,"It's almost impossible for normal people to believe that, if not for American neoconservatives unaccountably fretful about the meaninglessness of secular liberal capitalism, many many thousands of dead Americans and Iraqis might be alive today, but it really might be true.",if not for American neoconservatives unaccountably fretful about the meaninglessness of secular liberal capitalism,many many thousands of dead Americans and Iraqis might be alive today,58,171,174,242
200699,"If all measures had been taken, this drama would not have happened, claimed Alain Jupp, a former prime minister and presidential hopeful for the 2017 election.",If all measures had been taken,this drama would not have happened,0,29,32,65
200700,"Is your body your own? If it were, if our culture believed that, a man would not dream of raising his hand against you for any reason, including if you had sex with another person.","If it were, if our culture believed that","a man would not dream of raising his hand against you for any reason, including if you had sex with another person",23,62,65,178
200701,"""If Facebook told analysts to materially lower their forecasts, it should have told the entire market,"" said Antony Page, a professor at the Indiana University Robert H.",If Facebook told analysts to materially lower their forecasts,it should have told the entire market,1,61,64,100
200702,I wish I were.,I wish I were,{},0,12,-1,-1
200703,"So I think funds like the Energy Select Sector SPDR (NYSE: XLE), which does not have any exposure to BP, could stand to benefit because the firms that are in this ETF -- ExxonMobil (NYSE: XOM), Chevron (NYSE: CVX), etc. -- are maybe not going to be subject to the same scrutiny that they would have been otherwise if this had dragged on..",if this had dragged on,"the firms that are in this ETF -- ExxonMobil (NYSE: XOM), Chevron (NYSE: CVX), etc. -- are maybe not going to be subject to the same scrutiny that they would have been otherwise",314,335,136,312
200704,"Over a year, a five-star rating was worth an average $229,000 of new fees for each fund, though Mr Miller's research identified one product, Fidelity's $130bn Contrafund, which was a four-star fund that would have attracted an estimated $28m of fees if it achieved a five-star rating.",if it achieved a five-star rating,that would have attracted an estimated $28m of fees,250,282,198,248
200705,"Had the partys most recent presidential candidate, Mitt Romney, who had criticised Mr Trump as a a phoney, a fraud, stepped forward at that point, perhaps they might have done.","Had the partys most recent presidential candidate, Mitt Romney, who had criticised Mr Trump as a a phoney, a fraud, stepped forward at that point",perhaps they might have done,0,144,147,174
200706,"Perhaps if you had purchased Webb's books and at least read about these types of atrocities, you would not have been so gung ho about blindly following the misguided and malfeasant actions of another man who did not witness firsthand the ugliness of war, George W.",if you had purchased Webb's books and at least read about these types of atrocities,you would not have been so gung ho about blindly following the misguided and malfeasant actions of another man who did not witness firsthand the ugliness of war,8,90,93,252
200707,"Had Graham had only one opponent instead of half a dozen, it might have looked closer, but he easily cleared the 50-percent mark.",Had Graham had only one opponent instead of half a dozen,it might have looked closer,0,55,58,84
200708,And six more senators wrote in that they would have supported the bill if they'd been present for the vote.,if they'd been present for the vote,six more senators wrote in that they would have supported the bill,71,105,4,69
200709,But speaking more to the overall business -- and as I noted a little over a month ago -- all of CalAmp's gains would have been quickly erased had it not delivered on its promise for strength.,had it not delivered on its promise for strength,all of CalAmp's gains would have been quickly erased,142,189,89,140
200710,"If the system is getting better during the years of plenty, which will be like a totally decaying tree germinating again, Labour should have done more to reshape services .",If the system is getting better during the years of plenty,Labour should have done more to reshape services,0,57,122,169
200711,Earnings of $0.02 a share reported in early May were obviously muted compared to what could have been if the processing plant wasn't shut down.,if the processing plant wasn't shut down,Earnings of $0.02 a share reported in early May were obviously muted compared to what could have been,102,141,0,100
200712,"Hudgins: If Kepler had kept running for eight years, the estimate is that we may well have been able to see us.",If Kepler had kept running for eight years,the estimate is that we may well have been able to see us,9,50,53,109
200713,"While I could have borrowed what was allowed and paid off part of my loans, this wouldn't be the case for someone trying to qualify under Fannie Mae's new refinance rules.",While I could have borrowed what was allowed and paid off part of my loans,{},0,73,-1,-1
200714,"If Henry Ford had asked people what they wanted, they would have asked for a faster horse, or so the saying goes.",If Henry Ford had asked people what they wanted,they would have asked for a faster horse,0,46,49,88
200715,"A good case can be made that Democratic officeholders were able to sustain themselves in several areas by adopting many Republican positions, when several of them might have been ousted if they had held stubbornly to progressive New Deal / Great Society positions.",if they had held stubbornly to progressive New Deal / Great Society positions,several of them might have been ousted,186,262,147,184
200716,"""They could have used AIG as an excuse to sell, but since we just had one of the worst weeks in years, we can ignore that,"" said Alan Lancz, president, Alan B.",They could have used AIG as an excuse to sell,{},1,45,-1,-1
200717,"The one downside here is that Latham's slightly Dem-leaning IA-03 would have been a strong pickup opportunity for the Dems if it were open, but given his durability (he defeated Dem Rep).",if it were open,IA-03 would have been a strong pickup opportunity for the Dems,123,137,60,121
200718,"Whereas previous results were pulled higher by automotive sales, December's aggregate number would have been up 0.7% without the 1.8% drop in auto sales.",without the 1.8% drop in auto sales,December's aggregate number would have been up 0.7,117,151,65,114
200719,"Moreover, it would have left no room for judges to suspend deportation in individual cases where it might cause serious hardship.",it would have left no room for judges to suspend deportation in individual cases,where it might cause serious hardship,10,89,91,127
200720,"It's just as well he didn't talk about health care, because if he had it would have been to propose tax breaks for out-of-pocket medical expenses.",if he had,it would have been to propose tax breaks for out-of-pocket medical expenses,60,68,70,144
200721,"Kentucky itself has estimated that 95,000 fewer residents would have been enrolled in Medicaid within five years, although its lawyers said many of those people would have found jobs that offered insurance.","95,000 fewer residents would have been enrolled in Medicaid within five years",{},35,111,-1,-1
200722,British Land's net asset value per share fell 2.9 per cent to 939p - and would have been lower had share buybacks not improved the maths by 17p.,had share buybacks not improved the maths by 17p,British Land's net asset value per share fell 2.9 per cent to 939p - and would have been lower,95,142,0,93
200723,"Now, if Washington University had originally decided to allot this $20,000 to a recent student of the university who had to drop out to take care of a child resulting from an accidental pregnancy and was now working two low-paying jobs to try to make ends meet and provide for her child, sacrificing her career ambitions in the process, that would be worth listening to.","if Washington University had originally decided to allot this $20,000 to a recent student of the university who had to drop out to take care of a child resulting from an accidental pregnancy and was now working two low-paying jobs to try to make ends meet and provide for her child, sacrificing her career ambitions in the process",that would be worth listening to,5,334,337,368
200724,"​If gun deaths had climbed as quickly as deaths from the misuse of opioids, there would have been 122,964 deaths in 2014.",If gun deaths had climbed as quickly as deaths from the misuse of opioids,"there would have been 122,964 deaths in 2014",1,73,76,119
200725,"Without Mr. Obama to shield its independence, the Fed might well have been bullied into raising interest rates, which would have been disastrous.",Without Mr. Obama to shield its independence,the Fed might well have been bullied into raising interest rates,0,43,46,109
200726,Now even if half of that had materialized that's money that we could have used as a city to pay for and address just massive infrastructure needs.,if half of that had materialized,that's money that we could have used as a city to pay for and address just massive infrastructure needs,9,40,42,144
200727,"Michael Gerson: Obama is such a slimy, two-faced, lying, weak weasel that he should have been a Republican so I could admire him in full.",he should have been a Republican,{},74,105,-1,-1
200728,But he is hoping to carve out the lane Senator Sherrod Brown of Ohio might have filled had Mr. Brown chosen to run: the left-leaning populist who can speak simultaneously to an increasingly liberal Democratic base and to the Midwestern workers who voted for President Trump in 2016..,had Mr. Brown chosen to run,he is hoping to carve out the lane Senator Sherrod Brown of Ohio might have filled,87,113,4,85
200729,"HAD there just been a drought and no lightning, canoers and alligators would have had a tough time, but the swamp could have sweated out the summer.",HAD there just been a drought and no lightning,canoers and alligators would have had a tough time,0,45,48,97
200730,"Buffett has a long history of saying one thing, only to act in a very contrary way down the road -- actions that would have him branded the worst kind of flip-flopper, were he a politician.",were he a politician,"Buffett has a long history of saying one thing, only to act in a very contrary way down the road -- actions that would have him branded the worst kind of flip-flopper",168,187,0,165
200731,The report says many feared that UNMIK and K-FOR would collapse if the riots had gone on for another day or two; the mission was already on the point of overstaying its welcome.,if the riots had gone on for another day or two,many feared that UNMIK and K-FOR would collapse,64,110,16,62
200732,And just think of the money you'd have if his grandfather had been drinking pals with Thomas Edison.,if his grandfather had been drinking pals with Thomas Edison,just think of the money you'd have,39,98,4,37
200733,"Even had the motion passed, it might have changed little.",had the motion passed,it might have changed little,5,25,28,55
200734,"I'd like to think that having my voice, and then there were other women also willing to testify, I'd like to think that would have made a difference.",I'd like to think that would have made a difference,{},97,147,-1,-1
200735,"EADS initially blamed engine suppliers Safran and Rolls-Royce for the troubles, grumbling that if it could have bought engines from United Technologies (NYSE:UTX), as it wanted, the costs would have been less.",if it could have bought engines from United Technologies,the costs would have been less,95,150,178,207
200736,"""We both wish that we could have helped people.""",We both wish that we could have helped people,{},1,45,-1,-1
200737,"Of course, this would have been opt-in and people would be able to keep their accounts separate wherever they were if they had liked to.",if they had liked to,this would have been opt-in and people would be able to keep their accounts separate wherever they were,115,134,11,113
200738,"""If we had taken those funds as equity as GM did, we would have been making money, net, right now,"" Marchionne said.",If we had taken those funds as equity as GM did,"we would have been making money, net, right now",1,47,50,96
200739,"This story sounds to me like Nicky didn't love Jake either, because if she did she would have tried to understand him, she would have given him a chance instead of just dropping him in the dirt.",if she did,"she would have tried to understand him, she would have given him a chance instead of just dropping him in the dirt",68,77,79,192
200740,"Poppy: ""I think that if I had expressed my feelings earlier before I started smoldering in resentment towards you, that you probably would have responded to my complaint very differently than you did just now.""",if I had expressed my feelings earlier before I started smoldering in resentment towards you,that you probably would have responded to my complaint very differently than you did just now,21,112,115,207
200741,"""I wish I had been able to do more for Anita Hill,"" he said.",I wish I had been able to do more for Anita Hill,{},1,48,-1,-1
200742,That's what you would have gained if you bought shares of Eli Lilly (NYSE:LLY) at the beginning of 2012 and held them all year long.,if you bought shares of Eli Lilly (NYSE:LLY) at the beginning of 2012 and held them all year long,That's what you would have gained,34,130,0,32
200743,"""Too many patient visits were focusing on gathering information and developing medical histories - tasks that should have been done earlier.""",tasks that should have been done earlier,Too many patient visits were focusing on gathering information and developing medical histories,99,138,1,95
200744,"The original report found ""The Department's sensitive system security policies, the information technology security controls implemented at several sites had deficiencies that, if exploited, could have resulted in the loss of confidentiality, integrity, and availability of the components' information technology systems,"" according to an executive summary.",if exploited,"could have resulted in the loss of confidentiality, integrity, and availability of the components' information technology systems",177,188,191,319
200745,"If I had been kidnapped as a 3-day-old baby into a violent drug gang, this version of Paul Gilbert doing this interview with you wouldn't exist.",If I had been kidnapped as a 3-day-old baby into a violent drug gang,this version of Paul Gilbert doing this interview with you wouldn't exist,0,67,70,142
200746,"Had they stayed in the job market, the unemployment rate would have hit 10.2 percent in July, not the 9.5 percent that the Labor Department reported on Friday.",Had they stayed in the job market,"the unemployment rate would have hit 10.2 percent in July, not the 9.5 percent that the Labor Department reported on Friday",0,32,35,157
200747,"Had the president-elect made a swift promise to pursue his protectionist agenda, however, bond yields might have fallen, since a tariff war would hurt economic growth.",Had the president-elect made a swift promise to pursue his protectionist agenda,bond yields might have fallen,0,78,90,118
200748,"Dick Morris, a Democrat turned Republican operative whose political career began as a strategist for Mr. Nadler's successful student government run at Stuyvesant High School in New York, offered a backhanded compliment for Mr. Nadler's reserve of patience and persistence: ""If he were an Olympic champion, his event would have been treading water."".",If he were an Olympic champion,his event would have been treading water,274,303,306,345
200749,Sure would have been a lot better all the way around if that had been her initial reaction to the question.,if that had been her initial reaction,would have been a lot better,53,89,5,32
